nr,Name,Plate,Fibre Volume Fraction,Lab,Laminate ,Cut angle ,Manufacturer,Geometry,Material,taverage,wmax,wmin,waverage,area,Lnominal,Lmeasured,Lgauge,Radius (waist),TG and phase,Phase,start date,end date,Test type,R-value1,Fmax,Ferror,Fstatic,Ffatigue,"Fmax, 90",epsmax,epsstatic,epsfatigue,eps90,eps45,Nu,smax,"smax,static","smax, fatigue",shear strain,shear strength,shear modulus (near other moduli),Torquemax,Torquefatigue,Torquestatic,Ncycles,level,levelcalc,Nspectrum,failure mode,runout,R-value2,Fmax2,epsmax2,smax2,Ncycles2,ratedisplacement,f,f2,Eit,Eic,Eft,Efc,"Elur,front","Elur, back",eps_max_t,eps_max_c,Machine,control,grip,ABG,Temp.,Temp. control,Environment,Reference document,Remarks,Invalid ,Bending ,Buckling ,Overheating,Tab failure ,Delaminated ,Incomplete measurement data ,Strain from E ,LUR,TEC,data delivered under name,Repair characteristics,Strain measurement equipment (long),Strain measurement equipment (short),Grip pressure,time per test
2565,GEV207_S3200_0009,131,51.77,WMC,MD2,0,LM,S3200,GE1,7.43,26.01,25.75,25.87,198.24,610,,500.00,,TG 4 phase I,I,02/02/2005,02/02/2005,STT,,83.30,,83.30,,,,,,,,,433.07,433.07,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.81;1.39;25.3;34.1 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0009,"1:50, 2/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2566,GEV207_S3200_0008,131,51.77,WMC,MD2,0,LM,S3200,GE1,7.44,25.96,25.85,25.89,197.98,610,,500.00,,TG 4 phase I,I,02/02/2005,02/02/2005,STT,,86.80,,86.80,,,,,,,,,450.31,450.31,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.88;1.51;25.4;33.2 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0008,"1:50, 2/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2567,GEV207_S3200_0007,131,51.77,WMC,MD2,0,LM,S3200,GE1,7.47,26.09,25.75,25.92,198.51,610,,500.00,,TG 4 phase I,I,02/02/2005,02/02/2005,STT,,84.20,,84.20,,,,,,,,,434.93,434.93,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.85;1.46;25;33.5 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0007,"1:50, 2/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2568,GEV207_S3100_0014,133,53.99,WMC,MD2,0,LM,S3100,GE1,6.60,25.58,25.35,25.46,187.02,610,,500.00,,TG 4 phase I,I,31/01/2005,31/01/2005,STT,,79.50,,79.50,,,,,,,,,473.19,473.19,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.26;1.85;37.8;24.7 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0014,"1:50, 1/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2569,GEV207_S3100_0013,133,53.99,WMC,MD2,0,LM,S3100,GE1,6.68,25.52,25.45,25.48,188.15,610,,500.00,,TG 4 phase I,I,31/01/2005,31/01/2005,STT,,79.20,,79.20,,,,,,,,,465.46,465.46,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 0.95;1.81;38.5;24.5 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0013,"1:50, 1/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2570,GEV207_S3100_0012,133,53.99,WMC,MD2,0,LM,S3100,GE1,6.63,25.50,25.40,25.43,187.80,610,,500.00,,TG 4 phase I,I,31/01/2005,31/01/2005,STT,,80.50,,80.50,,,,,,,,,477.24,477.24,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.32;1.93;36.8;23.7 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0012,"1:50, 1/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2571,GEV207_S3100_0011,133,53.99,WMC,MD2,0,LM,S3100,GE1,6.59,25.55,25.41,25.48,186.40,610,,500.00,,TG 4 phase I,I,31/01/2005,31/01/2005,STT,,80.10,,80.10,,,,,,,,,476.78,476.78,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.17;1.91;37.3;24.1 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0011,"1:50, 1/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2572,GEV207_S3100_0010,133,53.99,WMC,MD2,0,LM,S3100,GE1,6.59,25.55,25.27,25.40,185.73,610,,500.00,,TG 4 phase I,I,31/01/2005,31/01/2005,STT,,85.30,,85.30,,,,,,,,,509.41,509.41,,,,,#WAARDE!,,,1,,,,,,,,,,,3.3,,,,,,,,,,,"400 kN Schenck, WMC",d,h,n,,,"d, RT",OB_TG4_R010,"smax and Young's modulus and area pertain to cross-section area under strain gauge, epsfront/eps back/Efront/Eback: 1.37;2.11;37.4;24 (back and front very different due to repair)",,,,,,,,,,,GEV207_S0400_0010,"1:50, 1/3","Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",200,0.25
2573,GEV206_R0300_0825,113,52.38,WMC,UD2,0,LM,R0300,GE1,3.69,25.44,25.41,25.43,93.64,145,145.26,34.49,,High strain rate ST,High strain rate ST,17/09/2004,17/09/2004,STT,,98.33,,98.33,,,,,,,,,1049.54,1049.54,,,,,#WAARDE!,,,1,,,,,,,,,,,204,,,,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R014,High strain rate test'; wire cloth used to prevent slippage from grips,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200 Nm,0.25
2574,GEV206_R0300_0820,113,52.38,WMC,UD2,0,LM,R0300,GE1,3.71,25.54,25.52,25.53,94.74,145,144.87,34.65,,High strain rate ST,High strain rate ST,17/09/2004,17/09/2004,STT,,104.92,,104.92,,,3.06,3.06,,,,,1106.98,1106.98,,,,,#WAARDE!,,,1,,,,,,,,,,,204,,,,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R014,High strain rate test'; wire cloth used to prevent slippage from grips,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",240 Nm,0.25
2575,GEV206_R0300_0816,113,52.38,WMC,UD2,0,LM,R0300,GE1,3.73,25.59,25.60,25.60,95.36,145,144.79,34.78,,High strain rate ST,High strain rate ST,23/09/2004,23/09/2004,STT,,84.18,,84.18,,,,,,,,,882.94,882.94,,,,,#WAARDE!,,,1,,,,,,,,,,,0.25,,,39.80,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R014,High strain rate': comparison test at low strain rate; wire cloth,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",220 Nm,0.25
2576,GEV206_R0300_0550,72,52.97,WMC,UD2,0,LM,R0300,GE1,3.60,25.28,25.23,25.26,90.70,145,145.59,34.89,,High strain rate ST,High strain rate ST,17/09/2004,17/09/2004,STT,,94.70,,94.70,,,2.66,2.66,,,,,1043.05,1043.05,,,,,#WAARDE!,,,1,,,,,,,,,,,204,,,,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R014,High strain rate test'; test failed due to slip,x,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200 Nm,0.25
2577,GEV206_R0300_0569,73,53.62,WMC,UD2,0,LM,R0300,GE1,3.70,25.28,25.18,25.23,93.04,145,145.39,34.83,,High strain rate ST,High strain rate ST,22/09/2004,22/09/2004,STT,,99.31,,99.31,,,2.77,2.77,,,,,1065.26,1065.26,,,,,#WAARDE!,,,1,,,,,,,,,,,204,,,39.55,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",OB_TG1_R014,High strain rate test',,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",220 Nm,0.25
2578,GEV206_R0300_0545,72,52.97,WMC,UD2,0,LM,R0300,GE1,3.71,25.37,25.35,25.36,94.05,145,145.50,34.92,,TG 3 phase I,I,05/07/2004,05/07/2004,STC,,-55.00,,-55.00,,,,,,,,,-584.57,-584.57,,,,,#WAARDE!,,,1,,,,,,,,,,,1,,,,,,,,,,,"250 kN homebuilt, WMC",d,m,n,,,"d, RT",,repeated slip,x,,,,,,,,,,,,"Strain gauge:   HBM 10/120LY11 (transverse) & OB clip gauge, Middle, Center, BTB","SG&CG, M, C, BTB",100 Nm,0.25
2579,GEV206_R0300_0819,113,52.38,WMC,UD2,0,LM,R0300,GE1,3.70,25.50,25.47,25.49,94.18,145,144.96,34.60,,TG 5 phase I,I,29/12/2004,29/12/2004,RSTT80,-1,59.90,,59.90,32.94,,,,,,,,635.67,635.67,349.57,,,,#WAARDE!,,4000.00,4000,1b,1b,,,,,,,,,0.25,1.23,,,,,,,,,,"100 kN Instron, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,no strain measurement,,,,,,,x,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",100,0.90
2580,GEV207_R0400_0809,175,54.71,WMC,MD2,0,LM,R0400,GE1,6.39,24.98,24.93,24.96,159.37,150,150.89,40.08,,TG 5 phase I,I,04/01/2005,04/01/2005,RSTT50,-1,59.90,,59.90,22.07,,,,,,,,375.49,375.49,138.35,,,,#WAARDE!,,500000.00,500000,3,3,,,,,,,,,0.25,2.57,,,,,,,,,,"100 kN Instron, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,no strain measurement,,,,,,,x,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","100 , 200 ",54.04
2581,GEV207_R0400_0786,175,54.71,WMC,MD2,0,LM,R0400,GE1,6.42,24.73,24.71,24.72,158.51,150,150.72,40.10,,TG 5 phase I,I,08/01/2005,11/01/2005,RSTT50,-1,66.70,,66.70,21.87,,,,,,,,420.61,420.61,137.91,,,,#WAARDE!,,500001.00,500001,3,3,,,,,,,,,0.25,2.57,,,,,,,,,,"100 kN Instron, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,no strain measurement,,,,,,,x,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","100 , 200 ",54.04
2582,GEV207_R0400_0994,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.85,25.06,25.10,25.08,172.00,150,150.31,39.38,,TG 5 phase I,I,16/02/2005,28/02/2005,RSTT15,0.1,92.50,,92.50,26.40,,2.25,2.25,0.58,,,,538.23,538.23,153.61,,,,#WAARDE!,,1621001.00,1621001,4,4,,,,,,,,,0.25,9.68,,27.35,,27.70,,,,,,"ST on 100 kN Instron and CA on 100 kN homebuilt, WMC","l, d","m, h",n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,GEV207_R0400_0994,,"Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB","60 Nm, 180 bar",46.52
2583,GEV207_R0400_0989,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.86,25.07,25.11,25.09,172.25,150,150.54,39.53,,TG 5 phase I,I,22/02/2005,28/02/2005,RSTT15,0.1,87.00,,86.60,26.20,,2.03,2.03,0.57,,,,505.47,503.14,152.22,,,,#WAARDE!,,1546519.00,1546519,4,4,,,,,,,,,0.25,9.68,,27.80,,28.20,,,,,,"ST on 100 kN Instron and CA on 100 kN homebuilt, WMC","l, d","m, h",n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,GEV207_R0400_0989,,"Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB","60 Nm, 180 bar",44.38
2584,GEV207_R0400_0987,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.81,25.12,25.14,25.13,171.14,150,150.28,39.42,,TG 5 phase I,I,15/02/2005,28/02/2005,RSTT15,0.1,85.70,,85.70,25.80,,0.55,,0.55,,,,500.96,500.96,150.81,,,,#WAARDE!,,1695470.00,1695470,4,4,,,,,,,,,0.25,9.68,,27.50,,27.85,,,,,,"ST on 100 kN Instron and CA on 100 kN homebuilt, WMC","l, d","m, h",n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,GEV207_R0400_0987,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","60 Nm, 180 bar",48.65
2585,GEV207_R0400_0979,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.68,25.06,25.10,25.08,167.73,150,150.49,39.60,,TG 5 phase I,I,17/02/2005,28/02/2005,RSTT15,-1,76.90,,76.90,17.43,,1.84,1.84,-0.37,,,,458.84,458.84,104.00,,,,8342.52,,1521337.00,1521337,4,4,,,,,,,,,0.25,4.39,,27.70,27.30,,,,,0.0166,0.0168,"ST on 100 kN Instron and CA on 100 kN homebuilt, WMC","l, d","m, h",n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,GEV207_R0400_0979,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","60 Nm, 180 bar",96.26
2586,GEV207_R0400_0968,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.74,24.99,25.01,25.00,168.63,150,150.04,39.40,,TG 5 phase I,I,21/02/2005,28/02/2005,RSTT15,0.1,95.00,,95.00,25.98,,1.16,1.16,0.55,,,,563.59,563.59,154.13,,,,#WAARDE!,,1525495.00,1525495,4,4,,,,,,,,,0.25,9.68,,28.20,,29.00,,,,,,"ST on 100 kN Instron and CA on 100 kN homebuilt, WMC","l, d","m, h",n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,GEV207_R0400_0968,,"Strain gauge&Clip gauge: TML FLA-10-11, OB cg, Middle, Center, BTB","SG&CG, M, C, BTB","60 Nm, 180 bar",43.78
2587,GEV207_R0400_0802,175,54.71,WMC,MD2,0,LM,R0400,GE1,6.44,25.12,25.09,25.11,161.58,150,150.25,39.98,,TG 5 phase I,I,18/02/2005,22/02/2005,RSTT15,-1,62.00,,62.00,17.43,,0.38,,0.38,,,,383.48,383.48,107.81,,,,6663.47,,,1515753,4,4,,,,,,,,,0.25,4.39,,29.00,28.55,,,,,0.0132,0.0134,"250 kN homebuilt, WMC","l, d",m,n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB","60 Nm, 100 Nm",95.91
2588,GEV207_R0400_0938,174,54.96,WMC,MD2,0,LM,R0400,GE1,6.43,25.06,25.00,25.03,160.69,150,150.11,40.35,,TG 5 phase I,I,19/11/2004,22/11/2004,RSTC80,10,-68.00,,-68.00,-43.90,,1.02,,1.02,,,,-422.67,-422.67,-272.87,,,,#WAARDE!,,800049.00,800049,3,3,,,,,,,,,1,3.15,,,28.65,,,,,,,"100 kN Schenck, WMC","l, d",h,n,21.0,,"d, RT",OB_TG5_R007,"outer layer seems to be off-axis, ca. 1 degree",,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","160 , 220 ",70.55
2589,GEV207_R0400_0930,174,54.96,WMC,MD2,0,LM,R0400,GE1,6.47,24.60,24.56,24.58,158.96,150,150.68,39.84,,TG 5 phase I,I,29/12/2004,29/12/2004,RSTC80,-1,-63.50,,-63.50,37.99,,,,,,,,-399.13,-399.13,238.79,,,,#WAARDE!,,4000.00,4000,1b,1b,,,,,,,,,1,0.88,,,,,,,,,,"100 kN Instron, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,no strain measurement,,x,,,,,x,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",100,1.26
2590,GEV207_R0400_0880,174,54.96,WMC,MD2,0,LM,R0400,GE1,6.51,24.97,24.94,24.96,162.23,150,150.24,39.66,,TG 1 phase I,I,04/03/2005,08/03/2005,RSTC80,-1,-75.00,,-75.00,22.08,,2.39,2.39,0.47,,,,-462.02,-462.02,136.02,,,,-7817.52,,,799991,3,3,,,,,,,,,0.25,2.57,,29.70,29.40,21.95,24.60,,,-0.0156,-0.0157,"100 kN Schenck, WMC","l, d",h,n,23.9,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","160 , 220 ",86.47
2591,GEV207_R0400_0585,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.35,25.21,25.20,25.21,160.02,150,150.09,39.79,,TG 5 phase I,I,08/12/2004,08/12/2004,RSTC80,10,-77.00,,-77.00,-53.20,,1.84,1.84,1.21,,,,-481.09,-481.09,-332.39,,,,#WAARDE!,,4009.00,4009,1b,1b,,,,,,,,,1,2.18,,,29.55,,,,,,,"100 kN Schenck, WMC","l, d",h,n,26.4,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","160 , 220 ",0.51
2592,GEV207_R0400_0593,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.44,25.20,25.17,25.19,162.09,150,150.08,39.91,,TG 5 phase I,I,23/11/2004,23/11/2004,RSTC50,10,-79.00,,-79.00,-49.00,,,,,,,,-487.08,-487.08,-302.11,,,,#WAARDE!,,25012.00,25012,2,2,,,,,,,,,1,2.55,,,29.95,,,,,,,"100 kN Schenck, WMC","l, d",h,n,,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","160 , 220 ",2.72
2593,GEV207_R0400_0795,175,54.71,WMC,MD2,0,LM,R0400,GE1,6.36,24.86,24.78,24.82,157.66,150,150.89,39.94,,TG 5 phase I,I,14/10/2004,15/10/2004,RSTC20,-1,72.00,,72.00,21.94,,0.53,,0.53,,,,455.93,455.93,138.93,,,,8012.92,,199979.00,199979,3,3,,,,,,,,,0.25,2.57,,28.35,28.55,,,,,0.0161,0.0160,"100 kN Schenck, WMC","l, d",h,n,20.0,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","160 , 220 ",21.61
2594,GEV206_R0300_0578,84,52.47,WMC,UD2,0,LM,R0300,GE1,3.72,25.35,25.32,25.34,94.19,145,145.62,35.04,,TG 5 phase I,I,18/01/2005,18/01/2005,RSTC20,-1,-56.20,,-56.20,32.50,,0.87,,0.87,,,,-596.31,-596.31,344.84,,,,-7307.73,,1000.00,1000,1b,1b,,,,,,,,,1,1.23,,40.55,41.05,,,,,-0.0147,-0.0145,"100 kN Schenck, WMC","l, d",h,n,20.2,,"d, RT",OB_TG5_R007,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB","200 , 280 ",0.23
2595,GEV206_R0300_0887,103,54.31,WMC,UD2,0,LM,R0300,GE1,3.57,24.92,24.90,24.91,88.77,145,144.79,33.93,,TG 5 phase I,I,06/04/2005,11/04/2005,PRST50,-1,12.51,,,12.51,,,,,,,,140.87,,140.87,,,,#WAARDE!,,,1735886,4,4,,,,,,,,,,8.09,,,,,,,,,,"250 kN homebuilt, WMC",l,m,n,,,"d, RT",OB_TG5_R007,no strain measurement,,,,,,,x,,,,,,"Strain gauge:   TML FLA-10-11, Middle, Center, BTB","SG, M, C, BTB",60 Nm,59.60
2596,GEV207_R0400_0818,175,54.71,WMC,MD2,0,LM,R0400,GE1,6.45,24.81,24.77,24.79,159.64,150,150.56,39.78,,TG 1 phase I,I,25/01/2005,25/01/2005,PBTC21b,-1,30.06,,,30.06,,0.63,,0.63,,,,188.14,,188.14,,,,#WAARDE!,,,21091,2,2,,,,,,,,,,1.44,,31.25,29.95,,,,,,,"100 kN Instron, WMC",l,h,n,,,"d, RT",OB_TG1_R025,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",100,4.07
2597,GEV206_R0300_0930,102,53.84,WMC,UD2,0,LM,R0300,GE1,3.58,24.93,24.90,24.92,89.14,145,145.01,34.86,,TG 3 phase I,I,07/04/2005,08/04/2005,CA,10,-35.00,,,-35.00,,,,,,,,-392.40,,-392.40,,,,#WAARDE!,,91658.00,91658,,0,,,,,,,,,,5.10,,,43.85,,,,,,,"100 kN Schenck, WMC",l,h,n,,,"d, RT",,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,4.99
2598,GEV206_R0300_0910,116,52.30,WMC,UD2,0,LM,R0300,GE1,3.58,25.23,25.18,25.21,90.14,145,145.61,34.52,,TG 3 phase I,I,29/03/2005,29/03/2005,CA,10,-35.00,,,-35.00,,,,,,,,-387.88,,-387.88,,,,#WAARDE!,,764708.00,764708,,0,,,,,,,,,,5.10,,,43.35,,,,,,,"100 kN Schenck, WMC",l,h,n,,,"d, RT",,,,,x,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,41.65
2599,GEV206_R0300_0885,103,54.31,WMC,UD2,0,LM,R0300,GE1,3.64,25.01,25.00,25.01,90.88,145,144.81,34.43,,TG 3 phase I,I,15/03/2005,17/03/2005,CA,10,-43.00,,,-4.30,,,,,,,,-473.08,,-47.31,,,,#WAARDE!,,493412.00,493412,,0,,,,,,,,,,4.20,,,43.55,,,,,,,"100 kN Instron, WMC",l,h,n,,,"d, RT",,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",100,32.63
2600,GEV206_R0300_0879,103,54.31,WMC,UD2,0,LM,R0300,GE1,3.61,24.94,24.91,24.93,89.80,145,145.92,34.89,,TG 3 phase I,I,05/04/2005,07/04/2005,CA,10,-35.00,,,-35.00,,,,,,,,-389.52,,-389.52,,,,#WAARDE!,,917908.00,917908,,0,,,,,,,,,,5.10,,,43.61,,,,,,,"100 kN Schenck, WMC",l,h,n,22.7,,"d, RT",,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,49.99
2601,GEV207_R0400_0569,88,54.11,WMC,MD2,0,LM,R0400,GE1,6.40,25.11,25.19,25.08,161.15,150,,39.38,,TG 1 phase I,I,22/02/2005,23/02/2005,CA,-2.5,50.58,,,50.58,,-1.10,,-1.10,,-1.10,,126.08,,126.08,,,,#WAARDE!,,,23701,,1b,,,,,,,,,,0.90,,26.35,25.90,,,,,,,"100 kN Schenck, WMC",l,h,n,22.7,,"d, RT",,,,,,,,,,,,,,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",160,7.32
2602,GEV207_R0400_0993,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.84,25.06,25.10,25.08,171.56,150,150.36,39.51,,TG 1 phase I,I,22/02/2005,22/02/2005,CA,2.0,-75.20,,,-75.20,,1.66,,1.66,,1.66,,-438.68,,-438.68,,,,#WAARDE!,,,5916,,0,,,,,,,,,,1.00,,,29.60,,,,,,,"100 kN Schenck, WMC",l,h,n,20.2,,"d, RT",,,,,,,,,,,,,GEV207_R0400_0993,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,1.64
2603,GEV207_R0400_0977,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.68,24.95,25.00,24.98,167.06,150,150.37,39.54,,TG 1 phase I,I,16/02/2005,21/02/2005,CA,2.0,-65.00,,-84.00,-65.00,,1.48,,1.48,,1.48,,-389.47,-503.31,-389.47,,,,#WAARDE!,,,605452,,0,,,y,,,,,,1,1.50,,,28.20,,,,,,,"100 kN Schenck, WMC","l, d",h,n,23.9,,"d, RT",,residual test on run-out specimen,,,,,,,,,,,GEV207_R0400_0977,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,112.12
2604,GEV207_R0400_0967,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.65,24.99,25.07,25.03,166.72,150,150.58,39.68,,TG 1 phase I,I,14/03/2005,14/03/2005,CA,0.1,55.87,,,55.87,,1.22,,1.22,,1.22,,335.66,,335.66,,,,#WAARDE!,,,4504,1b,1b,,,,,,,,,,2.10,,29.45,,,,,,,,"100 kN Instron, WMC",l,h,n,,,"d, RT",,,,,,,,,,,,,GEV207_R0400_0967,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",100,0.60
2605,GEV207_R0400_0963,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.80,24.92,24.98,24.95,169.86,150,150.45,39.41,,TG 1 phase I,I,28/02/2005,01/03/2005,CA,2.0,-70.00,,,-70.00,,,,,,,,-412.59,,-412.59,,,,#WAARDE!,,,75101,,0,,,,,,,,,,1.00,,,30.20,,,,,,,"100 kN Schenck, WMC",l,h,n,22.7,,"d, RT",,,,,,,,,,,,,GEV207_R0400_0963,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,20.86
2606,GEV207_R0400_0960,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.88,24.94,24.98,24.96,171.92,150,150.55,39.61,,TG 1 phase I,I,01/03/2005,04/03/2005,CA,2.0,-70.00,,,-70.00,,1.53,,1.53,,1.53,,-407.48,,-407.48,,,,#WAARDE!,,,232329,,0,,,,,,,,,,1.00,,,29.15,,,,,,,"100 kN Schenck, WMC",l,h,n,22.7,,"d, RT",,,,,,,,,,,,,GEV207_R0400_0960,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,64.54
2607,GEV207_R0400_0958,176,0.00,WMC,MD2,0,LM,R0400,GE1,6.92,24.95,25.00,24.98,173.00,150,150.53,39.69,,TG 1 phase I,I,21/02/2005,22/02/2005,CA,2.0,-76.00,,,-76.00,,,,,,,,-439.75,,-439.75,,,,#WAARDE!,,,31042,,0,,,,,,,,,,1.00,,,29.35,,,,,,,"100 kN Schenck, WMC",l,h,n,21.5,,"d, RT",,,,,,,,,,,,,GEV207_R0400_0958,,"Clip gauge:      OB standard, Middle, Center, BTB","CG, M, C, BTB",200,8.62
